Person Full Name (Letr.),My Title,Jud Experience Pending Status,Jud Experience Pend Sub Type,Jud Experience Active Date,Experience Status Effective Date,Experience Status,Experience Status Reason
Hon. Paul P. Burdick,"Judge of the Superior Court of California,
  County of Santa Cruz",Appointed,Schwarzenegger,02/10/2006,02/10/2006,Active Service,
Hon. Paul P. Burdick,"Presiding Judge of the Superior Court of California,
  County of Santa Cruz",Selected,,01/01/2018,01/01/2018,Active Service,
Hon. John G. Gabbert (Ret.),"Associate Justice of the Court of Appeal
Fourth Appellate District, Division Two",Appointed,Unknown,05/01/1970,05/01/1974,Retired,Retirement
Hon. Stephen P. Pfahler,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,03/02/2006,03/02/2006,Active Service,
Hon. Victor L. Wright,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,05/05/2006,05/05/2006,Active Service,
Hon. Eugenia A. Eyherabide,"Judge of the Superior Court of California,<br>  County of San Diego",Appointed,Schwarzenegger,03/01/2006,03/01/2006,Active Service,
Hon. John T. Laettner,"Judge of the Superior Court of California,
  County of Contra Costa",Appointed,Schwarzenegger,03/03/2006,01/07/2019,Active Service,Elected/Re-Elected
Hon. Richard S. Kemalyan,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,04/22/2006,04/22/2006,Active Service,
Hon. Patricia M. Murphy,"Judge of the Superior Court of California,
  County of Ventura",Appointed,Schwarzenegger,04/07/2006,04/07/2006,Active Service,
Hon. Patricia M. Murphy,"Presiding Judge of the Superior Court of California,
  County of Ventura",Selected,,01/01/2017,12/31/2017,Term Ended,
Hon. Patricia M. Murphy,"Presiding Judge of the Superior Court of California,
  County of Ventura",Selected,,01/01/2018,01/01/2019,Term Ended,
Hon. Steven M. Basha (Ret.),"Presiding Judge of the Superior Court of California,
  County of Yolo",Selected,,09/15/2012,12/31/2014,Term Ended,
Hon. Steven M. Basha (Ret.),"Judge of the Superior Court of California,
  County of Yolo",Appointed,Schwarzenegger,04/06/2006,01/21/2018,Retired,Retirement
Hon. Jose L. Alva,"Judge of the Superior Court of California,
  County of San Joaquin",Appointed,Schwarzenegger,04/14/2006,04/14/2006,Active Service,
Hon. Jose L. Alva,"Presiding Judge of the Superior Court of California,
  County of San Joaquin",Selected,,01/01/2016,01/01/2017,Term Ended,
Hon. Jose L. Alva,"Presiding Judge of the Superior Court of California,
  County of San Joaquin",Selected,,01/02/2017,12/31/2017,Term Ended,
Hon. Ronald A. Northup,"Judge of the Superior Court of California,
  County of San Joaquin",Appointed,Schwarzenegger,04/20/2006,04/20/2006,Active Service,
Hon. Richard M. Goul,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,05/17/2006,05/17/2006,Active Service,
Hon. Michelle Williams Court,"Judge of the Superior Court of California,<br>  County of Los Angeles",Appointed,"Brown, Jr.",02/06/2012,02/06/2012,Active Service,
Hon. Susan M. Jakubowski,"Judge of the Superior Court of California,
  County of San Mateo",Appointed,Unknown,07/30/2018,07/30/2018,Active Service,
Hon. Roy O. Chernus,"Judge of the Superior Court of California,
  County of Marin",Elected,,01/03/2011,01/03/2011,Active Service,
Hon. Mary Lou Villar,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,05/11/2006,05/11/2006,Active Service,
Hon. Ray G. Jurado,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,05/05/2006,05/05/2006,Active Service,
Hon. Steven D. Blades,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,05/12/2006,05/12/2006,Active Service,
Hon. Juan Carlos Dominguez,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,05/09/2006,05/09/2006,Active Service,
Hon. William Jefferson Powell IV,"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,05/25/2006,05/25/2006,Active Service,
Hon. Arthur A. Wick,"Judge of the Superior Court of California,
  County of Sonoma",Appointed,Schwarzenegger,07/13/2006,07/13/2006,Active Service,
Hon. Delbert W. Oros,"Judge of the Superior Court of California,
  County of Sacramento",Appointed,Schwarzenegger,06/28/2007,06/28/2007,Active Service,
Hon. Carol D. Codrington,"Associate Justice of the Court of Appeal
Fourth Appellate District, Division Two",Elected,,01/03/2011,01/03/2011,Active Service,
Hon. Carol D. Codrington,"Judge of the Superior Court of California,
  County of Riverside",Appointed,Schwarzenegger,08/20/2007,01/02/2011,Promoted,Elevated
"Hon. Sam Lavorato, Jr.","Judge of the Superior Court of California,
  County of Monterey",Appointed,Schwarzenegger,05/02/2006,05/02/2006,Active Service,
Hon. Robert C. Fracchia (Ret.),"Presiding Judge of the Superior Court of California,
  County of Solano",Selected,,01/01/2016,12/31/2017,Term Ended,
Hon. Robert C. Fracchia (Ret.),"Judge of the Superior Court of California,
  County of Solano",Appointed,Schwarzenegger,07/23/2008,02/27/2020,Retired,Retirement
Hon. Robert S. Harrison,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",05/22/2017,05/22/2017,Active Service,
Hon. Lia R. Martin,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,12/10/2010,12/10/2010,Active Service,
Hon. Paul T. Suzuki,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,02/22/2010,02/22/2010,Active Service,
Hon. Michele E. Flurer,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,12/07/2010,12/07/2010,Active Service,
Hon. Kevin R. Murphy,"Judge of the Superior Court of California,
  County of Alameda",Appointed,Schwarzenegger,06/30/2006,06/30/2006,Active Service,
Hon. David B. Downing (Ret.),"Judge of the Superior Court of California,
  County of Riverside",Appointed,Schwarzenegger,07/24/2006,04/29/2013,Retired,Retirement
Hon. Hector E. Ramon (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Schwarzenegger,08/31/2006,06/24/2019,Retired,Retirement
Hon. Edward P. Allard III (Ret.),"Judge of the Superior Court of California,
  County of San Diego",Appointed,Schwarzenegger,06/27/2006,11/30/2017,Retired,Retirement
Hon. D. Tyler Tharpe,"Judge of the Superior Court of California,
  County of Fresno",Appointed,Schwarzenegger,07/17/2006,07/17/2006,Active Service,
Hon. Stanley Blumenfeld,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,09/01/2006,09/01/2006,Active Service,
Hon. Lori A. Fournier,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,06/24/2006,06/24/2006,Active Service,
Hon. Charles (Carlos) Chung,"Judge of the Superior Court of California,<br>  County of Los Angeles",Appointed,Schwarzenegger,06/28/2006,06/28/2006,Active Service,
Hon. Darrell S. Mavis,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,06/30/2006,06/30/2006,Active Service,
Hon. Denine J. Guy,"Judge of the Superior Court of California,
  County of Santa Cruz",Appointed,Schwarzenegger,06/20/2006,06/20/2006,Active Service,
Hon. Denine J. Guy,"Presiding Judge of the Superior Court of California,
  County of Santa Cruz",Selected,,01/01/2016,12/31/2017,Term Ended,
Hon. Anne-Christine Massullo,"Judge of the Superior Court of California,
  County of San Francisco",Appointed,Schwarzenegger,06/29/2006,06/29/2006,Active Service,
Hon. Jac A. Crawford (Ret.),"Judge of the Superior Court of California,
  County of San Luis Obispo",Appointed,Schwarzenegger,08/03/2006,03/24/2016,Retired,Retirement
Hon. Larry Errea (Ret.),"Judge of the Superior Court of California,
  County of Kern",Elected,,01/05/2009,08/19/2015,Retired,Retirement
Hon. Wendy Getty,"Judge of the Superior Court of California,
  County of Solano",Appointed,Schwarzenegger,08/25/2006,08/25/2006,Active Service,
Hon. Lori R. Behar,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",12/28/2012,12/28/2012,Active Service,
Hon. Edward H. Bullard,"Judge of the Superior Court of California,
  County of Santa Barbara",Appointed,Schwarzenegger,07/31/2006,03/10/2013,Deceased,
Hon. Laura H. Parsky,"Judge of the Superior Court of California,
  County of San Diego",Appointed,Schwarzenegger,08/04/2006,08/04/2006,Active Service,
Hon. Carolyn M. Caietti,"Judge of the Superior Court of California,<br>  County of San Diego",Appointed,Schwarzenegger,08/10/2006,08/10/2006,Active Service,
Hon. Daryl E. Kennedy,"Judge of the Superior Court of California,
  County of Shasta",Appointed,"Brown, Jr.",05/22/2017,05/22/2017,Active Service,
Hon. Lewis A. Davis,"Judge of the Superior Court of California,
  County of Contra Costa",Appointed,Schwarzenegger,08/15/2006,08/15/2006,Active Service,
Hon. Judith L. Meyer,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,09/01/2006,09/01/2006,Active Service,
Hon. Susan I. Etezadi,"Presiding Judge of the Superior Court of California,
  County of San Mateo",Selected,,01/01/2017,12/31/2017,Term Ended,
Hon. Susan I. Etezadi,"Presiding Judge of the Superior Court of California,
  County of San Mateo",Selected,,01/01/2018,01/01/2019,Term Ended,
Hon. Susan I. Etezadi,"Judge of the Superior Court of California,
  County of San Mateo",Appointed,Schwarzenegger,09/08/2006,01/07/2019,Active Service,Elected/Re-Elected
Hon. Monique Langhorne,"Judge of the Superior Court of California,<br>  County of Napa",Appointed,"Brown, Jr.",12/13/2018,12/13/2018,Active Service,
"Hon. William P. Clark, Jr. (Ret.)",Associate Justice,Appointed,Unknown,01/01/1980,01/01/1981,Retired,Retirement
Hon. Betty B. Deal (Ret.),"Associate Justice of the Court of Appeal
First Appellate District, Division One",Appointed,Unknown,01/01/1980,01/01/1981,Retired,Retirement
"Hon. Harold T. Wilson, Jr.","Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,10/02/2006,10/02/2006,Active Service,
Hon. J. David Mazurek,"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,10/06/2006,10/06/2006,Active Service,
Hon. Cindy Dobler Davis,"Judge of the Superior Court of California,
  County of San Diego",Appointed,"Brown, Jr.",12/30/2013,12/30/2013,Active Service,
"Hon. Poli Flores, Jr.","Judge of the Superior Court of California,
  County of Imperial",Appointed,Schwarzenegger,01/04/2010,01/04/2010,Active Service,
"Hon. Poli Flores, Jr.","Presiding Judge of the Superior Court of California,
  County of Imperial",Selected,,01/01/2014,12/31/2015,Term Ended,
Hon. Loretta M. Giorgi,"Judge of the Superior Court of California,
  County of San Francisco",Appointed,Schwarzenegger,10/17/2006,10/17/2006,Active Service,
Hon. Helena R. Gweon,"Judge of the Superior Court of California,
  County of Sacramento",Appointed,Schwarzenegger,10/06/2006,10/06/2006,Active Service,
Hon. Kristen A. Lucena,"Presiding Judge of the Superior Court of California,
  County of Butte",Selected,,01/01/2014,12/31/2015,Term Ended,
Hon. Kristen A. Lucena,"Judge of the Superior Court of California,
  County of Butte",Appointed,Schwarzenegger,10/17/2006,01/07/2019,Active Service,Elected/Re-Elected
Hon. James E. McFetridge,"Judge of the Superior Court of California,
  County of Sacramento",Appointed,Schwarzenegger,10/25/2006,10/25/2006,Active Service,
Hon. Don Penner (Ret.),"Judge of the Superior Court of California,
  County of Fresno",Appointed,Schwarzenegger,11/09/2006,11/22/2019,Retired,Retirement
Hon. William J. Monahan,"Judge of the Superior Court of California,
  County of Santa Clara",Elected,,01/08/2007,01/07/2019,Active Service,Elected/Re-Elected
Hon. Daniel J. Lowenthal,"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,01/08/2007,01/08/2007,Active Service,
Hon. Timothy W. Salter (Ret.),"Judge of the Superior Court of California,
  County of Stanislaus",Appointed,Schwarzenegger,12/01/2006,09/07/2018,Retired,Retirement
Hon. Thomas D. Zeff,"Judge of the Superior Court of California,
  County of Stanislaus",Appointed,Schwarzenegger,01/05/2007,01/05/2007,Active Service,
Hon. Gonzalo P. Curiel,"Judge of the Superior Court of California,
  County of San Diego",Appointed,Schwarzenegger,11/13/2006,09/30/2012,Promoted,To Fed Court
Hon. Rodney A. Cortez,"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,12/11/2006,12/11/2006,Active Service,
Hon. Mark A. Mandio,"Judge of the Superior Court of California,
  County of Riverside",Appointed,Schwarzenegger,11/03/2006,11/03/2006,Active Service,
Hon. Maria D. Hernandez,"Judge of the Superior Court of California,
  County of Orange",Appointed,Schwarzenegger,04/02/2009,04/02/2009,Active Service,
Hon. Victor A. Rodriguez,"Judge of the Superior Court of California,<br>  County of Alameda",Appointed,"Brown, Jr.",01/29/2018,01/29/2018,Active Service,
Hon. Sandra K. Bean,"Judge of the Superior Court of California,
  County of Alameda",Elected,,01/08/2007,01/07/2019,Active Service,Elected/Re-Elected
Hon. Lynn D. Olson,"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,01/08/2007,01/08/2007,Active Service,
Hon. Gary G. Gibson,"Judge of the Superior Court of California,
  County of Shasta",Appointed,"Brown, Jr.",08/09/2012,08/09/2012,Active Service,
Hon. Gary G. Gibson,"Presiding Judge of the Superior Court of California,
  County of Shasta",Selected,,01/01/2017,12/31/2018,Term Ended,
Hon. Susan Lopez-Giss,"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,01/08/2007,01/08/2007,Active Service,
Hon. Deborah L. Sanchez,"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,01/08/2007,01/08/2007,Active Service,
Hon. Daviann L. Mitchell,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,12/13/2006,12/13/2006,Active Service,
Hon. Hayden A. Zacky,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,12/11/2006,12/11/2006,Active Service,
Hon. David W. Stuart,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,12/26/2006,12/26/2006,Active Service,
Hon. Sheila F. Hanson,"Judge of the Superior Court of California,
  County of Orange",Appointed,Schwarzenegger,12/13/2006,01/07/2019,Active Service,Elected/Re-Elected
Hon. Steve Malone,"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Schwarzenegger,12/11/2006,01/07/2019,Active Service,Elected/Re-Elected
Hon. Roderick Ward Shelton,"Judge of the Superior Court of California,<br>  County of San Diego",Elected,,01/08/2007,01/07/2019,Active Service,Elected/Re-Elected
Hon. Kathleen M. Lewis,"Judge of the Superior Court of California,<br>  County of San Diego",Appointed,Schwarzenegger,12/11/2006,12/11/2006,Active Service,
Hon. David M. Rubin,"Judge of the Superior Court of California,
  County of San Diego",Elected,,01/08/2007,01/07/2019,Active Service,Elected/Re-Elected
Hon. Stephen M. Pulido,"Judge of the Superior Court of California,
  County of Alameda",Appointed,Schwarzenegger,02/02/2007,02/02/2007,Active Service,
Hon. Michele McKay McCoy (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Elected,,01/08/2007,03/10/2020,Retired,Retirement
Hon. F. Donald Sokol (Ret.),"Presiding Judge of the Superior Court of California,
  County of Lassen",Selected,,01/01/2010,12/31/2011,Term Ended,
Hon. F. Donald Sokol (Ret.),"Presiding Judge of the Superior Court of California,
  County of Lassen",Selected,,01/01/2012,12/31/2012,Term Ended,
Hon. F. Donald Sokol (Ret.),"Judge of the Superior Court of California,
  County of Lassen",Elected,,01/08/2007,01/06/2013,Retired,Retirement
Hon. Clayton L. Brennan,"Judge of the Superior Court of California,
  County of Mendocino",Elected,,01/08/2007,01/07/2019,Active Service,Elected/Re-Elected
Hon. Alan B. Honeycutt,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Schwarzenegger,01/05/2007,01/05/2007,Active Service,
